Domain,mean,domain_abundance_std,count_domain,percentile_rank
MRG,34.583333333333336,0.0,3,54.728150802305656
Vps53_N,34.57,0.0,1,54.70478267642935
VPS53_C,34.57,0.0,1,54.70478267642935
Pep_deformylase,34.509,0.0,1,54.68141455055304
Hist_deacetyl,34.506181818181815,0.0,12,54.665835799968846
ODR4-like,34.48,0.0,1,54.65025704938464
Sugar_tr,34.47363333333333,65.32483268125019,39,54.63467829880043
CpG_bind_C,34.459,0.0,1,54.619099548216234
RhoGEF67_u1,34.436,0.0,2,54.59573142233993
RhoGEF67_u2,34.436,0.0,2,54.59573142233993
TRM13,34.435,0.0,2,54.57236329646362
ERCC3_RAD25_C,34.422,0.0,1,54.556784545879424
PARG_cat,34.41,0.0,1,54.54120579529522
Shisa,34.38786666666667,0.0,15,54.52562704471101
PH_TFIIH,34.357,0.0,1,54.51004829412681
DUF5549,34.356,0.0,1,54.494469543542614
fn2,34.3465,0.0,14,54.4788907929584
CENP-R,34.343,0.0,1,54.4633120423742
MATH,34.331399999999995,0.0,5,54.44773329179
UEV,34.32125,0.0,4,54.43215454120579
Laminin_EGF,34.252314285714284,0.0,250,54.41657579062159
HALZ,34.25,0.0,3,54.40099704003739
CRAL_TRIO,34.22177777777778,0.035999999999999144,27,54.38541828945319
Alg6_Alg8,34.22,0.0,2,54.36983953886898
DUF4660,34.215,0.0,1,54.35426078828478
ORMDL,34.20166666666667,0.0,3,54.33868203770058
Nucleoporin_N,34.18666666666667,0.0,3,54.32310328711637
Gcd10p,34.179,0.0,1,54.30752453653217
MGAT2,34.155,0.0,1,54.29194578594797
Crescentin,34.14478571428571,0.0,17,54.27636703536376
SLT,34.144,0.0,1,54.26078828477956
RPC5,34.132,0.0,1,54.23742015890326
RPC5_C,34.132,0.0,1,54.23742015890326
LSPR,34.094,0.0,17,54.21405203302695
CCDC144C,34.06748076923077,0.9375840406775987,26,54.19847328244275
DNA_primase_S,34.04,0.0,2,54.18289453185855
DUF4757,34.027,0.0,3,54.16731578127434
Ric8,33.9825,0.0,2,54.15173703069014
STG,33.981,0.0,2,54.13615828010594
PQ-loop,33.959199999999996,0.0,9,54.12057952952173
GCD14,33.934,0.0,2,54.10500077893753
IRF-2BP1,33.911,0.0,3,54.089422028353326
zf-HIT,33.889833333333335,0.0,6,54.073843277769114
Nop25,33.871,0.0,1,54.05826452718492
HCNGP,33.824,0.0,1,54.04268577660072
Rft-1,33.814,0.0,1,54.027107026016516
DUF3437,33.805,0.0,2,54.011528275432305
VHL,33.798,0.0,2,53.99594952484811
Kinetochor_Ybp2,33.78,0.0,1,53.98037077426391
SGT1,33.766,0.0,1,53.9647920236797
DUF4706,33.761,0.0,1,53.949213273095495
Aurora-A_bind,33.746,0.0,1,53.91805577192709
TPX2,33.746,0.0,3,53.91805577192709
TPX2_importin,33.746,0.0,4,53.91805577192709
TAF6_C,33.7102,0.0,5,53.886898270758685
UMPH-1,33.6845,0.0,2,53.871319520174474
DUF4187,33.683,0.0,1,53.84795139429818
DUF16,33.683,0.0,1,53.84795139429818
TFIID-31kDa,33.671,0.0,2,53.824583268421875
ALG11_N,33.637,0.0,1,53.809004517837664
Cnd3,33.635000000000005,0.0,2,53.79342576725347
PKI,33.604,0.0,3,53.77784701666927
Plus-3,33.602,0.0,1,53.76226826608506
Ephrin_rec_like,33.583681818181816,2.142533546995238,36,53.746689515500854
PB1,33.57035714285714,0.0,14,53.73111076491666
IKI3,33.552,0.0,1,53.715532014332446
CIDE-N,33.5476,0.0,5,53.69995326374825
ORC5_C,33.535,0.0,1,53.684374513164045
RGS-like,33.51533333333333,0.0,3,53.66879576257985
Med15,33.497,0.0,1,53.653217011995636
BCDHK_Adom3,33.483,0.0,5,53.63763826141144
EBP,33.472833333333334,0.0,6,53.622059510827235
DFF40,33.457,0.0,1,53.606480760243024
Exog_C,33.453,0.0,1,53.590902009658826
PseudoU_synth,33.42885714285715,0.0,8,53.57532325907462
TH1,33.425,0.0,1,53.55974450849041
Pox_vIL-18BP,33.423,0.0,1,53.544165757906214
PIG-L,33.422,0.0,1,53.52858700732202
COG7,33.41,0.0,1,53.51300825673781
MAGI_u5,33.4005,0.0,2,53.4974295061536
Fumble,33.4,0.0,4,53.481850755569404
ZFYVE21_C,33.394,0.0,1,53.46627200498521
USP47_C,33.386,0.0,1,53.450693254400996
Sde2_N_Ubi,33.376,0.0,1,53.43511450381679
Anillin_N,33.352,0.0,2,53.419535753232594
LIAS_N,33.342,0.0,1,53.40395700264838
GCOM2,33.32725,3.2152145340552294,2,53.388378252064186
RIO1,33.302,0.0,3,53.37279950147998
RMMBL,33.262,0.0,3,53.35722075089577
B56,33.2436,0.0,5,53.34164200031157
TBCC_N,33.231,0.0,1,53.326063249727376
S_locus_glycop,33.228,0.0,1,53.31048449914317
Dpp_8_9_N,33.221000000000004,0.0,2,53.29490574855896
Peptidase_M13_N,33.20242857142857,0.0,7,53.271537622682665
Peptidase_M13,33.20242857142857,0.0,7,53.271537622682665
Methyltrn_RNA,33.186,0.0,1,53.248169496806355
DUF5128,33.174,0.0,1,53.23259074622215
IntS14,33.171,0.0,1,53.217011995637954
DUF1168,33.168,0.0,1,53.20143324505374
DUF4604,33.164,0.0,1,53.185854494469545
TFIIS_M,33.162000000000006,0.0,9,53.17027574388534
WSN,33.157,0.0,1,53.154696993301144
CUE,33.1534,0.0,11,53.13911824271693
Choline_transpo,33.1268,0.0,8,53.123539492132736
Nudix_hydro,33.107,0.0,1,53.10796074154853
BAT2_N,33.06966666666667,0.0,3,53.09238199096432
zf-C2H2_assoc2,33.065,0.0,1,53.07680324038012
RsgA_GTPase,33.05314285714286,0.0,8,53.06122448979592
APP_Cu_bd,33.04666666666667,0.0,3,53.02227761333541
APP_amyloid,33.04666666666667,0.0,3,53.02227761333541
APP_E2,33.04666666666667,0.0,3,53.02227761333541
APP_N,33.04666666666667,0.0,3,53.02227761333541
CCSMST1,33.04,0.0,1,52.9833307368749
FF,33.033166666666666,0.0,22,52.9677519862907
DUF778,33.031,0.0,2,52.94438386041439
Metal_resist,33.031,0.0,1,52.94438386041439
RME-8_N,33.03,0.0,3,52.92101573453809
Ski2_N,33.02,0.0,1,52.90543698395389
P66_CC,32.9935,0.0,2,52.88985823336968
ENTH,32.9508,0.0,5,52.87427948278548
HMMR_C,32.92333333333333,0.0,3,52.85870073220128
Raftlin,32.8735,0.0,2,52.84312198161707
ArgoMid,32.858,0.0,4,52.82754323103287
DIRP,32.856,0.0,1,52.80417510515657
LIN9_C,32.856,0.0,1,52.80417510515657
FGF-BP1,32.832,0.0,3,52.78080697928026
SIP1,32.792,0.0,1,52.76522822869606
YbjQ,32.784,0.0,1,52.74964947811186
GGA_N-GAT,32.779333333333334,0.0,3,52.73407072752765
Uroplakin_II,32.751,0.0,1,52.71849197694345
PKcGMP_CC,32.73466666666667,0.0,3,52.70291322635925
CNOT1_CAF1_bind,32.731,0.0,2,52.64838759931454
CNOT1_HEAT,32.731,0.0,1,52.64838759931454
Acatn,32.731,0.0,3,52.64838759931454
DUF3819,32.731,0.0,1,52.64838759931454
CNOT1_TTP_bind,32.731,0.0,1,52.64838759931454
Not1,32.731,0.0,1,52.64838759931454
HOOK,32.7215,6.924696708159857,3,52.59386197226983
RNA_pol_Rpc34,32.698,0.0,1,52.578283221685616
MTS,32.689750000000004,0.0,4,52.56270447110142
DUF1151,32.686,0.0,2,52.547125720517215
Got1,32.68533333333333,0.0,6,52.531546969933004
TMEM70,32.68333333333334,0.0,3,52.51596821934881
DUF2370,32.6715,0.0,4,52.50038946876461
G-patch,32.664136363636366,0.0,22,52.4848107181804
CTU2,32.652,0.0,1,52.469231967596194
Focal_AT,32.6335,0.0,2,52.453653217012
MR_MLE_C,32.633,0.0,1,52.43028509113569
MR_MLE_N,32.633,0.0,1,52.43028509113569
Dysbindin,32.623,0.0,3,52.406916965259384
Use1,32.613,0.0,1,52.39133821467519
DNA_ligase_IV,32.601,0.0,1,52.375759464090976
Tristanin_u2,32.598,0.0,1,52.36018071350678
MPP6,32.585,0.0,1,52.344601962922575
zf-C2HE,32.566,0.0,1,52.321233837046265
KHA,32.566,0.0,1,52.321233837046265
PIGA,32.556,0.0,1,52.29786571116997
MCLC,32.549,0.0,1,52.282286960585765
Symplekin_C,32.541,0.0,1,52.26670821000155
Sds3,32.54066666666667,0.0,3,52.251129459417356
UPF0552,32.536,0.0,1,52.23555070883316
PSS,32.4875,0.0,2,52.21997195824895
Peptidase_M15,32.45,0.0,1,52.196603832372645
Med6,32.45,0.0,1,52.196603832372645
IL4,32.4,0.0,1,52.173235706496335
PAPS_reduct,32.392,0.0,2,52.15765695591214
Fe-S_biosyn,32.3535,0.0,2,52.142078205327934
AP3B1_C,32.336999999999996,0.0,2,52.12649945474372
VKG_Carbox,32.328,0.0,1,52.110920704159525
DUF4578,32.285,0.0,1,52.09534195357533
VHP,32.276625,0.0,8,52.079763202991124
AreA_N,32.274,0.0,1,52.06418445240691
Calcipressin,32.2615,0.0,4,52.048605701822716
Gemini_mov,32.26,0.0,1,52.03302695123851
TBC1D23_C,32.234,0.0,2,52.0174482006543
NatB_MDM20,32.211,0.0,1,52.0018694500701
UCR_6-4kD,32.207,0.0,1,51.986290699485906
GDA1_CD39,32.1965,0.0,8,51.970711948901695
DUF3013,32.192,0.0,1,51.95513319831749
PAD_M,32.18775,0.0,4,51.923975697149096
PAD_N,32.18775,0.0,4,51.923975697149096
PAD,32.18775,0.0,4,51.923975697149096
Vps51,32.167500000000004,0.0,2,51.89281819598068
DUF3715,32.1415,0.0,3,51.877239445396484
NPDC1,32.136,0.0,1,51.86166069481227
SNARE_assoc,32.06225,0.0,4,51.846081944228075
Arb2,32.057,0.0,2,51.83050319364387
WWE,32.03046666666667,0.0,22,51.81492444305966
BLOC1S3,32.006,0.0,1,51.79934569247546
TF_Zn_Ribbon,31.985500000000002,0.0,4,51.783766941891265
Gasdermin_C,31.968600000000002,0.0,5,51.768188191307054
TFIIIC_delta,31.96,0.0,1,51.73703069013865
zf-TFIIIC,31.96,0.0,1,51.73703069013865
DUF5921,31.96,0.0,1,51.73703069013865
DUF4514,31.9495,0.0,2,51.705873188970244
SURF1,31.928,0.0,1,51.69029443838604
FOP_dimer,31.919999999999998,0.0,2,51.67471568780184
Beta-Casp,31.9125,0.0,4,51.65913693721763
zf-NF-X1,31.9085,0.0,18,51.63576881134133
DUF948,31.9085,0.0,2,51.63576881134133
CCDC117,31.863,0.0,1,51.61240068546502
RMI1_C,31.825,0.0,1,51.59682193488082
CAF-1_p150,31.819,0.0,1,51.55787505842031
CAF1A,31.819,0.0,1,51.55787505842031
CAF1-p150_C2,31.819,0.0,1,51.55787505842031
CAF1-p150_N,31.819,0.0,1,51.55787505842031
Agouti,31.8185,0.0,2,51.51892818195981
Acetyltransf,31.775892857142857,0.0,31,51.5033494313756
Sec8_exocyst,31.7725,0.0,2,51.4877706807914
HIP1_clath_bdg,31.760333333333335,0.0,4,51.4721919302072
TSP1_CCN,31.754,0.0,6,51.45661317962299
Aquarius_N,31.742,0.0,1,51.44103442903879
MRVI1,31.741,0.0,2,51.42545567845459
ABATE,31.74,0.0,1,51.40987692787038
DUF4976,31.738,0.0,2,51.39429817728618
DUF3583,31.733,0.0,2,51.37871942670198
CPSF100_C,31.729,0.0,1,51.36314067611778
NICE-1,31.705,0.0,1,51.34756192553357
Pilt,31.693,0.0,2,51.33198317494937
SYMPK_PTA1_N,31.6895,0.0,3,51.31640442436517
REV,31.689,0.0,2,51.300825673780956
SKA2,31.6715,17.336136954350586,1,51.28524692319676
BMP2K_C,31.667,0.0,1,51.26966817261256
HSCB_C,31.654,0.0,1,51.24630004673625
HscB_4_cys,31.654,0.0,1,51.24630004673625
WASH-7_C,31.644,0.0,1,51.20735317027575
WASH-7_N,31.644,0.0,1,51.20735317027575
WASH-7_mid,31.644,0.0,1,51.20735317027575
Prominin,31.604999999999997,0.0,2,51.17619566910734
LapA_dom,31.6005,0.0,2,51.16061691852314
Peptidase_C101,31.552,0.0,2,51.14503816793893
Rabaptin,31.545,0.0,3,51.121670042062625
Rab5-bind,31.545,0.0,3,51.121670042062625
Vps16_C,31.509,0.0,3,51.098301916186315
Neuropeptide_S,31.481,0.0,1,51.08272316560212
ROK,31.473,0.0,1,51.06714441501792
DUF2367,31.461,0.0,1,51.05156566443372
USP8_dimer,31.456333333333333,0.0,3,51.035986913849506
RNB,31.44925,0.0,4,51.02040816326531
PDCD7,31.438,0.0,1,51.004829412681104
DUF4620,31.406,0.0,1,50.98925066209689
HAUS-augmin3,31.405,0.0,1,50.973671911512696
Apyrase,31.391,0.0,1,50.9580931609285
RPAP3_C,31.378666666666664,0.0,3,50.94251441034429
RNase_P_Rpp14,31.3675,0.0,2,50.92693565976008
Endonuclease_NS,31.339,0.0,6,50.911356909175886
CUB,31.33766,0.0,156,50.895778158591675
Med22,31.3,0.0,1,50.88019940800748
OGFr_N,31.2885,0.0,2,50.86462065742327
PARM,31.26,0.0,1,50.849041906839076
MAP7,31.256333333333334,0.0,6,50.833463156254865
Torsin,31.253999999999998,0.0,6,50.81788440567067
N2227,31.249,0.0,1,50.802305655086464
Thioredox_DsbH,31.245,0.0,1,50.78672690450225
KLRAQ,31.238,0.0,1,50.75556940333386
TMEM175,31.238,0.0,2,50.75556940333386
TTKRSYEDQ,31.238,0.0,1,50.75556940333386
BCL_N,31.216,0.0,2,50.72441190216544
Tau95_N,31.201,0.0,1,50.70104377628915
Tau95,31.201,0.0,1,50.70104377628915
DUF4559,31.199,0.0,1,50.67767565041284
UPF0515,31.198,0.0,1,50.66209689982863
GlcNAc_2-epim,31.195999999999998,0.0,3,50.646518149244436
IL11,31.195,0.0,1,50.630939398660225
FYVE,31.18272093023256,0.0,44,50.61536064807603
Hid1,31.157,0.0,1,50.59978189749182
Ig,31.153856223175964,17.834731607175925,526,50.58420314690761
Y_phosphatase3,31.151,0.0,1,50.568624396323415
Topoisom_bac,31.145,0.0,2,50.55304564573922
BLOC1,31.144999999999996,0.0,2,50.537466895155006
GatB_N,31.125,0.0,1,50.514098769278704
GatB_Yqey,31.125,0.0,1,50.514098769278704
GAGE,31.075045454545457,0.0,23,50.4907306434024
Thg1C,31.048,0.0,1,50.46736251752609
Thg1,31.048,0.0,1,50.46736251752609
DUF2464,31.034666666666666,0.0,3,50.443994391649795
ELYS,31.033,0.0,1,50.428415641065584
TAF,31.012999999999998,0.0,2,50.41283689048138
PLAT,31.01105263157895,0.0,33,50.39725813989718
SUFU_C,30.998,0.0,1,50.37389001402087
SUFU,30.998,0.0,1,50.37389001402087
Alba,30.99,0.0,2,50.35052188814457
MBOAT,30.984727272727273,0.0,11,50.33494313756037
CAAP1,30.978,0.0,1,50.31936438697616
MgsA_C,30.943,0.0,1,50.303785636391964
CDC45,30.933333333333337,0.0,4,50.28820688580776
CwfJ_C,30.915,0.0,4,50.27262813522355
Radical_SAM_C,30.884,0.0,1,50.25704938463935
DUF4518,30.83,0.0,1,50.241470634055155
Kin17_mid,30.815,0.0,1,50.218102508178845
KN17_SH3,30.815,0.0,1,50.218102508178845
DUF3350,30.796,0.0,2,50.19473438230254
TMEM220,30.788,0.0,1,50.17915563171833
LIDHydrolase,30.781,0.0,1,50.163576881134134
TraH,30.769,0.0,1,50.14799813054993
TNFR_16_TM,30.763,0.0,1,50.13241937996573
Rogdi_lz,30.76,0.0,1,50.11684062938152
DUF4512,30.743,0.0,1,50.101261878797324
DUF5601,30.73725,2.438811288312401,2,50.08568312821312
L27,30.68953846153846,0.0,19,50.07010437762891
CUTL,30.6455,0.0,2,50.04673625175261
ULD,30.6455,0.0,2,50.04673625175261
NUSAP,30.644,0.0,1,50.0233681258763
SAP130_C,30.641,0.0,2,50.0077893752921
PET117,30.636,0.0,1,49.9922106247079
CENP-N,30.633,0.0,1,49.9766318741237
PS_Dcarbxylase,30.618,0.0,1,49.961053123539486
Syja_N,30.614000000000004,0.0,5,49.94547437295529
Spt5_N,30.608999999999998,0.0,2,49.929895622371085
CARD,30.601709677419354,0.0,34,49.91431687178689
Myc_target,30.60166666666667,0.0,3,49.898738121202676
XPA_N,30.59,0.0,1,49.88315937061847
PIGO_PIGG,30.5655,0.0,3,49.867580620034275
DUF3510,30.555500000000002,0.0,2,49.85200186945007
DUF3512,30.544999999999998,0.0,2,49.836423118865866
Oxysterol_BP,30.540583333333334,0.0,15,49.82084436828166
PAXNEB,30.524,0.0,1,49.80526561769746
ORC3_ins,30.522,0.0,1,49.77410811652906
ORC_WH_C,30.522,0.0,1,49.77410811652906
ORC3_N,30.522,0.0,1,49.77410811652906
Tis11B_N,30.5085,0.0,2,49.74295061536065
Pur_ac_phosph_N,30.480999999999998,0.0,2,49.727371864776444
Ints3_N,30.467,0.0,1,49.71179311419224
Zn_ribbon,30.462,0.0,2,49.696214363608036
Fzo_mitofusin,30.459,0.0,2,49.68063561302384
Flavoprotein,30.428,0.0,1,49.665056862439634
RPAP2_Rtr1,30.426,0.0,1,49.64947811185543
COG5,30.41,0.0,1,49.633899361271226
Ariadne,30.405333333333335,0.0,3,49.61832061068702
GOLD,30.373142857142856,0.0,11,49.602741860102824
GLTP,30.3664,0.0,5,49.58716310951862
SH2,30.365437500000002,6.539424018979044,114,49.57158435893441
HSL_N,30.36,0.0,1,49.55600560835021
Acid_PPase,30.343,0.0,1,49.54042685776601
COG6,30.341,0.0,1,49.5248481071818
PV-1,30.327,0.0,1,49.5092693565976
TMEM_230,30.3165,0.0,2,49.493690606013395
Med31,30.292,0.0,1,49.4781118554292
RFamide_26RFa,30.273,0.0,1,49.462533104844994
Form_Nir_trans,30.27,0.0,1,49.44695435426078
Mlh1_C,30.255,0.0,1,49.431375603676585
CDO_I,30.232,0.0,1,49.41579685309238
DUF4630,30.207,0.0,1,49.400218102508184
BHD,30.197,0.0,3,49.38463935192397
MIT,30.16916666666667,0.0,14,49.36906060133977
PLA2G12,30.163,0.0,2,49.35348185075557
IL33,30.146,0.0,1,49.33790310017137
Telomere_reg-2,30.135,0.0,1,49.32232434958716
CEP44,30.131,0.0,1,49.30674559900296
GLE1,30.099,0.0,1,49.291166848418754
mit_SMPDase,30.068,0.0,1,49.27558809783456
APG6,30.063,0.0,1,49.25221997195825
BH3,30.063,0.0,1,49.25221997195825
DHR10,30.0125,0.0,4,49.228851846081945
CCDC14,30.011,0.0,1,49.21327309549774
UPF0731,30.006500000000003,0.0,2,49.197694344913536
Pacs-1,29.9945,0.0,2,49.18211559432933
RFC1,29.994,0.0,1,49.16653684374513
GIDA,29.971,0.0,1,49.14316871786883
GIDA_C,29.971,0.0,1,49.14316871786883
HARP,29.938,0.0,2,49.11980059199252
DEP,29.884045454545454,0.0,25,49.10422184140832
SnAC,29.8795,0.0,2,49.080853715532015
QLQ,29.8795,0.0,2,49.080853715532015
DWNN,29.879,0.0,1,49.057485589655705
OCRE,29.873,0.0,4,49.0341174637794
LIP1,29.873,0.0,1,49.0341174637794
UPF0183,29.865,0.0,1,49.0107493379031
Cyclin_N2,29.8625,0.0,2,48.995170587318896
Pex19,29.8505,6.967123115031054,1,48.97959183673469
EIF4E-T,29.844,0.0,1,48.964013086150494
Doppel,29.771,0.0,1,48.94843433556629
GalP_UDP_transf,29.766666666666666,7.220232983313859,1,48.92506620968998
GalP_UDP_tr_C,29.766666666666666,7.220232983313859,1,48.92506620968998
SARG,29.756999999999998,0.0,3,48.90169808381368
Med27,29.734,0.0,1,48.88611933322948
PIN,29.732583333333334,0.8096372644585954,6,48.87054058264527
YEATS,29.72675,0.0,4,48.854961832061065
MAGUK_N_PEST,29.715999999999998,0.0,4,48.83938308147687
USP8_interact,29.702,0.0,1,48.82380433089266
MIER1_beta_C,29.698,0.0,2,48.80822558030846
Ig_C17orf99,29.677500000000002,0.0,5,48.792646829724255
Pex24p,29.6675,0.0,3,48.77706807914005
Med30,29.667,0.0,1,48.761489328555854
Npa1,29.659,0.0,1,48.738121202679544
NopRA1,29.659,0.0,1,48.738121202679544
Mog1,29.657,0.0,1,48.71475307680324
TMEM135_C_rich,29.635,0.0,1,48.69917432621904
OSR1_C,29.614285714285717,0.0,11,48.68359557563483
PD-C2-AF1,29.594,0.0,1,48.66801682505063
PNK3P,29.585,0.0,1,48.652438074466424
RHD_DNA_bind,29.583999999999996,0.0,10,48.62906994859013
RHD_dimer,29.583999999999996,0.0,10,48.62906994859013
Sulfatase,29.583882352941174,0.0,17,48.60570182271382
Pterin_bind,29.574,0.0,1,48.582333696837516
Met_synt_B12,29.574,0.0,1,48.582333696837516
Cohesin_load,29.562,0.0,1,48.55896557096121
zf-WRNIP1_ubi,29.560333333333332,0.0,4,48.543386820377
MIR,29.559199999999997,0.0,10,48.527808069792805
mRNA_cap_C,29.559,0.0,1,48.5122293192086
Adeno_E3_CR2,29.546000000000003,0.0,3,48.496650568624396
ATP-synt_S1,29.538,0.0,3,48.48107181804019
Pyridoxal_deC,29.52733333333333,0.0,11,48.46549306745599
SURF6,29.519,0.0,2,48.44991431687179
Gryzun-like,29.496,0.0,2,48.43433556628759
MALT1_Ig,29.491,0.0,1,48.418756815703375
GIT_CC,29.453333333333337,0.0,3,48.40317806511918
BAF250_C,29.450000000000003,0.0,2,48.387599314534974
Med8,29.447,0.0,1,48.37202056395078
CsgA,29.433,0.0,1,48.356441813366565
PDZ_assoc,29.422,0.0,4,48.34086306278236
CbbQ_C,29.401,0.0,2,48.325284312198164
COX15-CtaA,29.39,0.0,1,48.30970556161396
Acyltransferase,29.381235294117648,0.0,17,48.294126811029756
Rib_hydrolayse,29.378,0.0,2,48.27854806044555
tRNA_int_endo,29.366500000000002,0.0,2,48.26296930986135
SpoIIE,29.360500000000002,0.0,2,48.24739055927715
SNX17_FERM_C,29.355333333333334,0.0,3,48.231811808692946
PEX11,29.353333333333335,0.0,3,48.216233058108735
NPR3,29.309,0.0,2,48.20065430752454
FHA,29.30559375,0.0,32,48.18507555694033
RNase_P-MRP_p29,29.269,0.0,1,48.16949680635613
Diphthamide_syn,29.244,0.0,2,48.153918055771925
ECSIT_C,29.213,0.0,1,48.13054992989562
ECSIT,29.213,0.0,1,48.13054992989562
RF-1,29.186500000000002,0.0,4,48.10718180401932
UBM,29.145500000000002,0.0,7,48.091603053435115
SPRY,29.131033707865168,9.428579673878067,97,48.07602430285091
Tudor-knot,29.122666666666664,0.0,7,48.06044555226671
DUF6040,29.121,0.0,2,48.04486680168251
Glycos_transf,29.105972222222224,0.0,36,48.0292880510983
BCAS3,29.066499999999998,0.0,2,48.0137093005141
PAPA-1,29.052,0.0,1,47.9981305499299
Muted,29.034,0.0,1,47.98255179934569
DREV,29.029,0.0,1,47.96697304876149
WBS_methylT,29.025,0.0,1,47.951394298177284
FancD2,28.991,0.0,1,47.93581554759308
tRNA_NucTransf2,28.988,0.0,2,47.91244742171678
TUTF7_u4,28.988,0.0,1,47.91244742171678
PIG-X,28.983,0.0,1,47.889079295840475
AFG1_ATPase,28.972,0.0,2,47.87350054525627
Dimerisation2,28.9655,0.0,2,47.857921794672066
Seipin,28.952,0.0,1,47.84234304408786
BEN,28.95077777777778,0.0,13,47.82676429350366
B-block_TFIIIC,28.947,0.0,1,47.81118554291946
UPF0020,28.945999999999998,0.0,3,47.795606792335256
zf_C2HC,28.94525,0.0,4,47.78002804175105
CENP-B_dimeris,28.934,0.0,4,47.76444929116685
Tho2,28.922,0.0,1,47.73329178999845
THOC2_N,28.922,0.0,2,47.73329178999845
Thoc2,28.922,0.0,1,47.73329178999845
Fox-1_C,28.921666666666667,0.0,3,47.70213428883003
BING4CT,28.919,0.0,3,47.686555538245834
SGP,28.9045,0.0,2,47.67097678766163
E3_UbLigase_EDD,28.902,0.0,1,47.655398037077425
Cast,28.887500000000003,0.0,4,47.63981928649322
AMMECR1,28.8785,0.0,2,47.62424053590902
Snx8_BAR_dom,28.864,0.0,1,47.60866178532482
NFACT_N,28.837,0.0,1,47.58529365944851
NFACT-C,28.837,0.0,1,47.58529365944851
C4,28.83366666666667,0.0,12,47.56192553357221
Leo1,28.824,0.0,2,47.546346782988
DUF4882,28.822,0.0,9,47.530768032403806
NHR2,28.7975,0.0,4,47.515189281819595
Rubredoxin_C,28.793,0.0,1,47.49961053123539
Mon2_C,28.77,0.0,1,47.48403178065119
Pannexin_like,28.7586,0.0,5,47.46845303006699
Med16,28.753,0.0,1,47.452874279482785
Pex16,28.746,0.0,1,47.43729552889858
mRNA_decap_C,28.738,0.0,1,47.41392740302228
DCP1,28.738,0.0,1,47.41392740302228
PRP3,28.736,0.0,1,47.39055927714597
SSTK-IP,28.73,0.0,1,47.37498052656177
AMPK1_CBM,28.7275,0.0,2,47.35161240068547
AMPKBI,28.7275,0.0,2,47.35161240068547
Dis3l2_C_term,28.693,0.0,1,47.32824427480916
OCRL_clath_bd,28.69,0.0,1,47.312665524224954
FGGY_N,28.687,0.0,8,47.29708677364076
G_glu_transpept,28.685999999999996,8.311898700056444,11,47.28150802305655
RFXA_RFXANK_bdg,28.681,0.0,1,47.26592927247235
TIP_N,28.635,0.0,1,47.250350521888144
POP1,28.631,0.0,2,47.22698239601184
POPLD,28.631,0.0,1,47.22698239601184
Nucleolin_bd,28.61,0.0,1,47.20361427013554
R3H,28.5936,0.0,10,47.18803551955133
Wyosine_form,28.583,0.0,1,47.17245676896713
DUF1741,28.566,0.0,1,47.156878018382926
CtaG_Cox11,28.537,0.0,1,47.14129926779872
Resistin,28.531999999999996,0.0,2,47.12572051721452
TLE_N,28.5092,0.0,5,47.11014176663031
Tankyrase_bdg_C,28.498,0.0,2,47.094563016046116
Tyr-DNA_phospho,28.495,0.0,1,47.07898426546191
Gasdermin,28.46366666666667,0.0,6,47.0634055148777
RNA_pol_Rpb1_R,28.461,0.0,49,47.047826764293504
RTT107_BRCT,28.448500000000003,0.0,4,47.0322480137093
Dus,28.42775,0.0,4,47.0166692631251
ANP,28.398666666666667,0.0,3,47.00109051254089
Smg4_UPF3,28.3955,0.0,2,46.98551176195669
CoA_transf,28.3875,0.0,2,46.96993301137249
MOZART1,28.384,0.0,1,46.954354260788286
ClpS,28.3765,0.0,2,46.93877551020408
RRF,28.353,0.0,2,46.92319675961988
Cluap1,28.3515,0.0,2,46.90761800903567
DUF5568,28.348,0.0,1,46.892039258451476
Bin3,28.344,0.0,2,46.876460507867264
PBP_sp32,28.339,0.0,1,46.86088175728307
CLN6,28.319499999999998,1.3951216792810612,1,46.84530300669886
LysM,28.3024,0.0,5,46.82972425611466
NTP_transf,28.299888888888887,0.0,10,46.814145505530455
TRAF_BIRC3_bd,28.299500000000002,0.0,2,46.79856675494625
DUF1088,28.290499999999998,0.0,2,46.78298800436205
PCIF1_WW,28.268,0.0,1,46.76740925377785
DUF3689,28.248,0.0,1,46.751830503193645
N6-adenineMlase,28.246,0.0,2,46.73625175260944
CFAP298,28.238,4.084460429481474,1,46.72067300202524
RNase_H,28.236,0.0,1,46.70509425144103
CX9C,28.222,0.0,1,46.689515500856835
zf-DNA_Pol,28.217,0.0,1,46.64277924910422
APC1_C,28.217,0.0,1,46.64277924910422
Apc1_N,28.217,0.0,1,46.64277924910422
ANAPC1,28.217,0.0,2,46.64277924910422
DNA_pol_alpha_N,28.217,0.0,1,46.64277924910422
stn_TNFRSF12A,28.208,0.0,1,46.59604299735161
PIP5K,28.19875,0.0,9,46.58046424676741
DUF772,28.189,0.0,1,46.5570961208911
ANAPC8,28.189,0.0,1,46.5570961208911
TBP,28.18433333333333,0.0,6,46.5337279950148
NOT2_3,28.174,0.0,2,46.518149244430596
TRIC,28.1685,0.0,2,46.5025704938464
zf-CCCH,28.134021276595742,3.7179674554788673,87,46.48699174326219
GH3,28.131,0.0,1,46.47141299267798
hSac2,28.130666666666666,0.0,3,46.455834242093786
