Domain,mean,count_domain,domain_abundance_std
Hist_rich_Ca-bd,77.418,10,0.0
BURAN,77.3005,2,0.0
LAIKA,77.3005,2,0.0
DBC1,77.3005,2,0.0
GCV_H,77.2805,2,0.0
CI-B14_5a,77.272,1,0.0
TGS,77.09191666666666,6,57.12503553171762
PTPRCAP,77.059,2,0.0
Lamp,77.01375,5,0.0
DUF4726,76.934,1,0.0
Rer1,76.9025,2,0.0
NDUF_B8,76.884,1,8.671957564471825
O-FucT,76.882,2,0.0
DEAD,76.66259333333333,77,1.5292771168104211
RTP1_C1,76.595,5,0.0
Xpo1,76.5838888888889,10,0.0
MRP-63,76.57,1,0.0
malic,76.462,3,0.0
Malic_M,76.462,3,0.0
Acyl-CoA_ox_N,76.41149999999999,2,0.0
Ribosomal_L50,76.289,1,0.0
Laminin_B,76.248125,12,0.0
GHMP_kinases_C,76.08875,4,0.0
PTB,75.96625,8,0.0
TTC5_OB,75.708,1,0.0
Integrin_beta,75.70075,8,6.573264637910145
NAGLU_C,75.682,1,0.0
NAGLU_N,75.682,1,0.0
NAGLU,75.682,1,0.0
Oxidored_q5_N,75.635,1,0.0
IRS,75.41253571428571,14,0.2552655480083441
AMP-binding_C,75.40882608695652,23,0.0
Leu_zip,75.31,1,0.0
Syntaxin,75.30253846153846,13,0.0
NADH_oxidored,75.239,1,0.0
Ribosomal_L44,75.20883333333333,2,16.95980770331236
Cmc1,75.1885,2,0.0
zf-RanBP,75.12065277777778,43,8.066794551327892
SQHop_cyclase_N,74.952,1,0.0
SQHop_cyclase_C,74.952,1,0.0
WD40_alt,74.7955,2,0.0
CTP_synth_N,74.738,2,0.0
FAM176,74.6686,5,0.0
IATP,74.6125,2,0.0
V-set_CD47,74.5995,2,0.0
EMP70,74.45425,4,0.1979898987322341
I-EGF,74.408875,9,6.573264637910145
ARMT1-like_dom,74.30449999999999,2,0.0
YjeF_N,74.27333333333333,3,0.0
DUF543,74.211,1,0.0
SNARE,74.10673333333332,15,0.0
DUF1241,74.0765,4,0.0
Phage_Mu_Gam,74.07300000000001,2,0.0
RBM1CTR,73.988,8,0.1753624817342633
CSTF1_dimer,73.857,1,0.0
p53-inducible11,73.722,1,0.0
SMP_LBD,73.64,3,0.0
Ferrochelatase,73.619,1,0.0
HHH,73.61792592592593,21,5.943583543059972
Q_salvage,73.582,1,0.0
Clathrin,73.55107692307692,34,0.0
DNA_gyraseB,73.4995,2,0.0
TOPRIM_C,73.4995,2,0.0
DNA_topoisoIV,73.4995,2,0.0
Kisspeptin,73.492,1,0.0
PSP,73.48400000000001,2,0.0
GHMP_kinases_N,73.4306,5,0.0
ATP1G1_PLM_MAT8,73.40885714285716,7,0.0
Gln-synt_N,73.381,3,0.0
Gln-synt_C,73.381,2,0.0
PTE,73.303,1,0.0
Suv3_N,73.166,1,0.0
Suv3_C,73.166,1,0.0
SUV3_C,73.166,1,0.0
Cys_Met_Meta_PP,73.156,1,0.0
NDUF_C2,73.10866666666666,2,54.94225649412906
P120R,73.101,3,0.0
Methyltr_RsmF_N,73.101,1,0.0
Jagunal,72.988,1,0.0
HAGH_C,72.86633333333333,3,0.0
GCS,72.863,1,0.0
ProSAAS,72.861,1,0.0
Bile_Hydr_Trans,72.79625,4,0.0
polyprenyl_synt,72.75875,4,0.0
Tropomodulin,72.59885714285714,7,0.0
Inositol_P,72.58500000000001,6,0.0
Tmemb,72.5737,10,300.13005906106775
Fip1,72.443,1,0.0
FerA,72.425,2,0.0
SRP40_C,72.348,1,0.0
Ssu72,72.32,1,0.0
CD34_antigen,72.225,7,0.0
NADH_dh_m_C1,72.184,1,0.0
SecY,72.1795,2,0.0
Plug_translocon,72.1795,2,0.0
DUF3767,72.098,1,0.0
S1,72.0915,16,0.0
hDGE_amylase,72.045,1,0.0
hGDE_central,72.045,1,0.0
hGDE_N,72.045,1,0.0
GDE_C,72.045,1,0.0
FXR_C1,72.0075,2,0.0
NAD_synthase,72.003,3,0.0
P_C10,71.983,1,0.0
MRP-L27,71.877,1,0.0
CTD,71.711,3,0.0
FtsH_ext,71.7,2,0.0
STAT_bind,71.59071428571428,7,0.0
STAT_int,71.59071428571428,7,0.0
TMEM138,71.43,1,0.0
DUF4153,71.297,1,0.0
Ecm29,71.082,2,0.0
ITAM,71.052,9,0.0
Abhydrolase,71.04015384615384,47,0.0
XPG_N,70.822,5,0.0
PTN_MK_C,70.81,2,0.0
PTN_MK_N,70.81,2,0.0
SMN,70.76050000000001,2,0.0
PWWP,70.73545833333334,27,0.36910973977937733
E2_bind,70.61,1,0.0
PRMT5_C,70.5315,2,0.0
CIAPIN1,70.503,2,0.0
Cation_ATPase,70.38840384615384,26,208.49538418032182
LANC_like,70.217,3,0.0
Mito_morph_reg,70.18,1,0.0
AAA_lid,70.05335555555556,67,0.0
SR-25,70.02271428571429,7,0.0
LSM_int_assoc,70.007,1,0.0
Surp,69.91966666666667,10,0.0
RLI,69.9075,2,0.0
LEM,69.77457142857143,8,0.0
dsrm,69.7441,38,0.0
DUF3697,69.68350000000001,2,0.0
VWA_N2,69.653,1,0.0
VMA21,69.522,1,0.0
dNK,69.39275,4,0.0
ACAS_N,69.37875,4,0.0
Proton_antipo_N,69.319,1,0.0
NADH5_C,69.319,1,0.0
MMS19_N,69.25333333333333,3,0.0
Hum_adeno_E3A,69.13,1,0.0
Sec1,69.0799375,9,5.900806089001738
Treacle,69.031,5,0.0
CPL,69.005,1,0.0
SDE2_2C,68.985,2,0.0
AP_endonuc,68.965,1,0.0
TPP_enzyme_C,68.9605,2,0.0
TPP_enzyme_N,68.9605,2,0.0
UCH_C,68.9515,2,0.0
B12-binding,68.7165,3,0.0
UPF0240,68.672,1,0.0
SP_C-Propep,68.63,1,0.0
DUF4517,68.591,1,0.0
Sec34,68.506,1,0.0
COQ7,68.353,1,0.0
MoaE,68.335,1,0.0
ThiS,68.335,1,0.0
Aida_N,68.254,1,0.0
Aida_C2,68.254,1,0.0
PSI_integrin,68.20811111111112,9,6.573264637910145
DUF1981,68.19283333333334,6,0.0
zf-LYAR,68.136,1,0.0
SWIRM-assoc,68.1065,6,0.0
Churchill,68.105,1,0.0
Ribosomal_S6,68.063,1,0.0
DLIC,67.961,4,0.0
SRP54,67.9325,2,0.0
SRP54_N,67.9325,2,0.0
DcpS_C,67.92466666666667,3,0.0
PRIMA1,67.89266666666667,3,0.0
PRP38_assoc,67.80633333333333,3,0.0
VGPC1_C,67.792,1,0.0
SmAKAP,67.66,1,0.0
Tom37,67.64066666666666,3,0.0
Macoilin,67.57066666666667,3,0.0
UN_NPL4,67.56,1,0.0
zf-NPL4,67.56,1,0.0
NPL4,67.56,1,0.0
Thymidylate_kin,67.45400000000001,2,0.0
GRASP55,67.37700000000001,4,0.0
U-box,67.25314285714286,7,0.0
Ost5,67.052,1,0.0
OST3_OST6,67.02066666666667,3,0.0
UPF0239,67.008,1,0.0
MMgT,66.95,1,0.0
Phostensin,66.911,4,0.0
Phostensin_N,66.911,2,0.0
ABC_tran_Xtn,66.88566666666667,3,0.0
MRP-S34,66.883,1,0.0
Gemin7,66.864,1,0.0
DUF1242,66.808,2,0.0
TFIIF_alpha,66.711,1,0.0
Ribosomal_S21,66.71,1,0.0
CTP_transf,66.68633333333334,3,0.0
OCC1,66.646,1,0.0
DUF773,66.611,1,0.0
C-C_Bond_Lyase,66.6,1,0.0
HpcH_HpaI,66.6,1,0.0
DUF4473,66.553,1,0.0
Cgr1,66.456,2,0.0
RbsD_FucU,66.44,1,0.0
SNF5,66.429,1,0.0
DUF3361,66.2468,5,0.0
DUF4499,66.227,1,0.0
Cathelicidins,66.215,2,0.0
ribosomal_L24,66.118,1,0.0
VHL_C,66.101,1,0.0
eIF_4EBP,66.083,3,0.0
Metallophos,65.96226666666666,31,18.21642912318438
DUF5427,65.953,1,0.0
Insulin_TMD,65.92766666666667,3,0.0
UTP25,65.901,1,0.0
DUF4713,65.8835,4,0.0
DUF4147,65.868,1,0.0
MOFRL,65.868,1,0.0
Proton_antipo_M,65.816,3,0.0
IF-2,65.77449999999999,2,0.0
BST2,65.713,1,0.0
Peptidase_S9,65.67375,12,0.0
FeS_assembly_P,65.6685,2,0.0
IF-2B,65.6585,4,0.0
TFA2_Winged,65.652,1,0.0
TFIIE_beta,65.652,1,0.0
AA_kinase,65.51400000000001,2,0.0
Cyto_heme_lyase,65.504,1,0.0
PFU,65.455,1,0.0
PUL,65.455,1,0.0
Kdo,65.392,1,0.0
Coprogen_oxidas,65.37,1,0.0
FragX_IP,65.3005,3,0.0
AAT,65.284,2,0.0
RSB_motif,65.272,1,0.0
DBD_Tnp_Mut,65.258,3,0.0
MutS_I,65.21733333333333,3,0.0
PAP2,65.15844444444446,18,0.0
MRP-S35,65.031,1,0.0
RGCC,65.024,1,0.0
TDRP,64.994,1,0.0
Creatinase_N,64.9485,4,0.0
Peptidase_M24_C,64.9485,2,0.0
Fez1,64.92107692307692,16,0.0
Cnd1_N,64.911,1,0.0
NtCtMGAM_N,64.869,5,0.0
Coa1,64.847,1,0.0
Noc2,64.842,1,0.0
DED,64.79114285714286,10,0.0
DAP3,64.684,1,0.0
Topoisom_I_N,64.648,2,0.0
Topoisom_I,64.648,2,0.0
Topo_C_assoc,64.648,2,0.0
STAT_alpha,64.55775,8,0.0
Apolipo_F,64.5385,2,0.0
TIMP,64.50375,4,0.0
COX16,64.462,1,0.0
Carboxyl_trans,64.42325,4,0.0
NMT,64.305,2,0.0
NMT_C,64.305,2,0.0
Gastrin,64.266,3,0.0
BCCIP,64.263,1,0.0
PDE6_gamma,64.1695,2,0.0
PUA,64.15483333333334,6,0.0
DUF719,64.0265,2,0.0
DUF1640,63.999249999999996,4,0.0
ATG8,63.9978125,8,1.852019573330694
Img2,63.98,1,0.0
NLE,63.961,2,0.0
UME,63.916,3,0.0
PAC3,63.91,1,0.0
NDNF,63.9,6,0.0
Las1,63.876,1,0.0
Rho_Binding,63.872,3,0.0
MRP-S31,63.85,1,0.0
ANAPC15,63.84,1,0.0
Ribonuc_red_lgN,63.8,1,0.0
Ribonuc_red_lgC,63.8,1,0.0
PRKG1_interact,63.769,3,0.0
SASA,63.731,1,0.0
MRP-S26,63.631,1,0.0
IL1,63.61,10,0.0
Prp31_C,63.514,1,0.0
Oxidored_molyb,63.498,1,0.0
Mo-co_dimer,63.498,1,0.0
ATP11,63.429,1,0.0
SelR,63.297666666666665,3,0.0
KBP_C,63.292,1,0.0
Spc24,63.228,1,0.0
a_DG1_N2,63.215,1,0.0
He_PIG,63.215,1,0.0
DAG1,63.215,1,0.0
MRP-S22,63.151,1,0.0
LCAT,63.126,3,0.0
Rep_fac_C,63.0685,4,0.0
Rad17,62.984,3,0.0
Nup88,62.973,1,0.0
CoaE,62.9075,2,0.0
SVIP,62.873,1,0.0
Sep15_SelM,62.872,2,0.0
IF4E,62.866749999999996,4,0.0
AD,62.812,1,0.0
Complex1_LYR,62.80408333333333,12,0.0
MDD_C,62.798,1,0.0
TMEM65,62.795,1,0.0
FXMRP1_C_core,62.78975,5,0.0
p47_phox_C,62.778,3,0.0
NECFESHC,62.778,3,0.0
RNA_pol_N,62.776,1,0.0
YbeY,62.702,1,0.0
CLASP_N,62.520125,14,0.0
AMP-binding,62.51423333333333,34,0.0
ACPS,62.412,1,0.0
Geminin,62.399499999999996,2,0.0
ASF1_hist_chap,62.3965,2,0.0
NAD_kinase,62.391000000000005,2,0.0
WRW,62.370000000000005,1,54.72865065027641
NtA,62.315,1,0.0
Peptidase_S28,62.30266666666666,3,0.0
Myb_Cef,62.269,1,0.0
Memo,62.25,1,0.0
LBP_BPI_CETP_C,62.2389,10,0.0
PDCD2_C,62.1545,2,42.07426769416195
Tim44,62.108000000000004,3,0.0
Cytochrom_B_C,62.033,1,0.0
Cytochrome_B,62.033,1,0.0
Tom5,62.033,1,0.0
STAT6_C,62.012,1,0.0
XPG_I,61.98416666666666,6,0.0
DUF2650,61.97066666666666,1,26.446202928460885
zf-U1,61.922333333333334,3,0.0
NPF,61.8705,2,0.0
GFO_IDH_MocA,61.82175,4,0.0
PPR,61.80828571428571,19,0.0
DUF3730,61.786500000000004,2,0.0
HIN,61.763999999999996,5,0.0
SelP_N,61.754,1,0.0
SelP_C,61.754,1,0.0
Ran_BP1,61.67575000000001,19,8.759507663105277
Nucleoporin_FG2,61.669,1,0.0
NT5C,61.6475,2,0.0
RPW8,61.64,1,0.0
UPF0444,61.629,1,0.0
GGACT,61.624,1,0.0
Amino_oxidase,61.5937,11,0.0
SKIP_SNW,61.578,1,0.0
DeoC,61.493,1,0.0
GN3L_Grn1,61.489,1,0.0
V-ATPase_G,61.440666666666665,3,0.0
Nuf2,61.335,1,0.0
Telethonin,61.275,1,0.0
MLIP,61.271,1,0.0
Integrin_alpha,61.26707692307692,13,0.0
MRP_L53,61.141,1,0.0
Mst1_SARAH,61.129000000000005,2,0.0
p450,61.052280701754384,58,7.26481506991059
NUC129,61.048,1,0.0
CCDC53,61.01533333333333,3,0.0
Spp-24,60.979,1,0.0
TspO_MBR,60.9735,2,0.0
NifU_N,60.949,1,0.0
Fibrillin_U_N,60.94733333333334,3,0.0
PAXX,60.896,1,0.0
PNPase,60.888,1,0.0
Eapp_C,60.852,1,0.0
HAT,60.806,5,0.0
RNA_POL_M_15KD,60.766000000000005,2,0.0
MRP-S33,60.758,1,0.0
Ribosomal_L17,60.756,1,0.0
UPF0016,60.606,2,0.0
Asn_synthase,60.578500000000005,5,0.0
Adap_comp_sub,60.50325,10,0.12657211383239125
BAAT_C,60.4178,5,0.0
ATG17_like,60.346900000000005,6,0.12657211383239095
PALP,60.31316666666667,6,0.0
HTH_SUN2,60.274,2,0.0
MRP,60.274,2,0.0
MIF4G,60.25077777777777,11,0.0
Peptidase_M14,60.180565217391305,25,0.0
Collagen,60.108132530120486,574,0.0
AKAP95,60.084,4,0.0
NifU,59.802,1,0.0
Nfu_N,59.802,1,0.0
GNAT_acetyltr,59.8,1,0.0
Helicase_RecD,59.8,1,0.0
DUF1726,59.8,1,0.0
IgGFc_binding,59.748,1,0.0
BAG6,59.708,1,0.0
IBB,59.683749999999996,8,0.0
Nup35_RRM,59.672,2,0.0
Syncollin,59.634,1,0.0
PKK,59.597,4,0.0
EGF,59.59352484472049,628,6.806724652870864
SUZ-C,59.567750000000004,4,0.0
Importin_rep,59.563500000000005,11,0.0
IFT43,59.527,1,0.0
REPA_OB,59.5095,3,0.0
Hydrolase,59.41961320754717,79,208.49538418032182
Beta-APP,59.348,1,0.0
GDP_Man_Dehyd,59.348,4,0.0
PAC1,59.249,1,0.0
Brix,59.2374,5,0.0
Wtap,59.1315,2,0.0
ParA,59.114,3,0.0
DUF3918,59.083,1,0.0
DER1,58.945,2,0.0
Integrin_alpha2,58.941,18,0.0
ATP_Ca_trans_C,58.9335,5,0.0
Ribosomal_L9_N,58.892,1,0.0
Defensin,58.859,4,0.0
Defensin_propep,58.859,4,0.0
RasGAP,58.858177777777776,23,0.5076576930701759
Rib_5-P_isom_A,58.855,1,0.0
Sugar-bind,58.855,1,0.0
DHDPS,58.8335,2,0.0
Helicase_C,58.76404782608696,117,1.5292771168104211
CK_II_beta,58.6835,1,2.7697372619077076
OB_NTP_bind,58.67635294117647,17,0.0
Neurochondrin,58.668,1,0.0
FAD-oxidase_C,58.650666666666666,3,0.0
NRDE-2,58.64766666666666,7,0.0
DFF-C,58.608,1,0.0
Mustang,58.538,1,0.0
RIBIOP_C,58.471500000000006,2,0.0
AARP2CN,58.471500000000006,2,0.0
Inhibitor_I29,58.422714285714285,7,0.0
CLPTM1,58.36750000000001,2,0.0
tRNA-synt_His,58.31133333333333,3,0.0
SRP-alpha_N,58.302,1,0.0
DEK_C,58.1585,4,0.0
S1-like,58.138999999999996,9,0.0
Peptidase_M3,58.10966666666667,3,0.0
Tyr_Deacylase,58.0925,2,0.0
Hexapep,58.08925,10,0.0
Connexin,58.088047619047614,23,0.0
RNA_pol_Rpb6,58.071,1,0.0
PP1_inhibitor,58.05025,4,0.0
UBX,58.041666666666664,13,0.0
Ubie_methyltran,57.876,1,0.0
YIF1,57.8495,2,0.0
WAP,57.808749999999996,24,0.0
Sld5,57.80533333333333,3,0.0
IGFBP,57.79110000000001,20,0.0
Pinin_SDK_memA,57.788,1,0.0
Pinin_SDK_N,57.788,1,0.0
Wheel,57.743,1,0.0
SNRNP27,57.69,3,0.0
APS_kinase,57.667,2,0.0
ATP-sulfurylase,57.667,2,0.0
CENP-X,57.652,1,0.0
DAP,57.651,2,0.0
fn1,57.648666666666664,3,0.0
CLCA,57.60566666666667,3,0.0
GMP_PDE_delta,57.50233333333333,3,0.0
NBP1,57.496,1,0.0
Maf,57.454,1,0.0
TMEM119,57.452,1,0.0
NUC205,57.439,1,0.0
AAA_assoc,57.383500000000005,4,0.0
ZapB,57.3778,5,0.0
TFIID_30kDa,57.371,1,0.0
NIF,57.315625,8,0.0
Rrp15p,57.309,1,0.0
Ldl_recept_b,57.299,157,0.0
PMM,57.2885,2,0.0
Rep_fac-A_C,57.272999999999996,2,0.0
Peptidase_M16_M,57.265,2,0.0
MTCP1,57.2145,2,0.0
Ribosomal_L33,57.212,1,0.0
Adaptin_binding,57.199,1,0.0
DCA16,57.199,1,0.0
CBFD_NFYB_HMF,57.184666666666665,6,0.0
NIDO,57.10640000000001,5,0.0
WSLR,57.098,2,0.0
WCOB,57.098,1,0.0
WEF-hand,57.098,1,0.0
WC-rich,57.098,1,0.0
FAST,57.05866666666666,14,0.0
RAP,57.05866666666666,6,0.0
NDUFV3,57.049,1,0.0
PMSR,56.924,1,0.0
Cys_rich_FGFR,56.922,16,0.0
APOBEC2,56.91133333333334,3,0.0
DUF4519,56.874,1,0.0
TruB_C,56.84866666666667,3,0.0
TruB_N,56.84866666666667,3,0.0
TSP_C,56.793600000000005,5,0.0
FOLN,56.7358,5,0.0
RNA_pol_A_bac,56.727500000000006,2,0.0
UNC45-central,56.7035,2,0.0
Nup_retrotrp_bd,56.7,1,0.0
Nup153,56.7,2,0.0
eIF2A,56.60127272727273,12,55.762440764371135
MIOX,56.6,1,0.0
DIM1,56.5805,2,0.0
zf-CCHC,56.543193548387094,58,0.8697413408594487
Agenet,56.504333333333335,3,0.0
Tudor_FRX1,56.504333333333335,3,0.0
CHIP_TPR_N,56.455,1,0.0
THUMP,56.44566666666666,3,0.0
Prion,56.4265,2,0.0
ATE_N,56.405,1,0.0
ATE_C,56.405,1,0.0
DUF5664,56.403,1,0.0
Peptidase_M41,56.35966666666667,3,0.0
Pet100,56.336,1,0.0
Methyltransf,56.293,55,21.261827743634836
An_peroxidase,56.2513,12,0.0
Prenyltrans,56.084666666666664,14,0.0
RBM39linker,56.065,3,0.0
TANGO2,56.029,1,0.0
Ependymin,56.012,1,0.0
PRP1_N,56.009,1,0.0
DAP10,55.9915,3,0.0
Rpp20,55.934,1,0.0
4F5,55.9,3,0.0
HIND,55.809,1,0.0
SART-1,55.809,1,0.0
Helicase_PWI,55.7975,2,0.0
Ribonuclease_T2,55.767,1,1.5047232303649734
Glyco_hydro_2_C,55.7295,2,0.0
Glyco_hydro_2_N,55.7295,2,0.0
Ribosomal_L20,55.602,1,0.0
PET,55.593500000000006,6,0.0
Nup54,55.561,1,0.0
Nup54_C,55.561,1,0.0
HA2,55.54972222222222,18,0.0
Loricrin,55.509,1,0.0
Carn_acyltransf,55.49371428571429,7,0.0
NTP_transferase,55.411,3,0.0
MRP-S28,55.402,1,0.0
Nsp1_C,55.3905,2,0.0
Chromo,55.38670833333333,33,0.0
SRP_TPR_like,55.372,2,0.0
Es2,55.355,1,0.0
DUF3073,55.297,1,0.0
ADP_PFK_GK,55.266,1,0.0
BSD,55.23466666666667,5,0.0
Leptin,55.203,1,0.0
CHDNT,55.18233333333333,3,0.0
DUF1086,55.18233333333333,3,0.0
DUF1087,55.18233333333333,3,0.0
HIG_1_N,55.164,4,0.0
PTPLA,55.151,4,0.0
TSP1_spondin,54.9315,34,0.0
WD40,54.88984054834055,788,83.8953319807882
ANTH,54.87175,4,0.0
ANAPC4_WD40,54.842761363636356,109,5.678271039673961
CLIP1_ZNF,54.812,2,0.0
LRRFIP,54.80133333333333,5,0.0
Suf,54.76385714285715,10,0.0
Utp12,54.753166666666665,3,83.36576818155038
LST1,54.749,1,0.0
E1-E2_ATPase,54.74426388888889,40,208.49538418032182
Pep3_Vps18,54.737,1,0.0
DUF4954,54.705,1,0.0
Cadherin_pro,54.662375,9,0.0
SEP,54.6285,4,0.0
Archease,54.621,1,0.0
P4Ha_N,54.60433333333333,3,0.0
Peptidase_M19,54.53833333333333,3,0.0
NUDIX,54.52492592592593,27,0.0
DTHCT,54.52066666666667,3,0.0
TMEM173,54.492,1,0.0
MRP-S24,54.433,1,0.0
DUF1917,54.397,1,0.0
IMUP,54.35,1,0.0
vATP-synt_AC39,54.265499999999996,2,0.0
MHC_II_beta,54.25378571428571,7,0.5197234841721158
Dynactin_p62,54.235,2,0.0
CTNNBL,54.222,1,0.0
TRF,54.1985,2,0.0
Nckap1,54.197500000000005,2,0.0
NAGidase,54.183,1,0.0
RIX1,54.17000000000001,3,0.0
HTH_Tnp_1,54.165,1,0.0
HTH_Tnp,54.165,1,0.0
Keratin_assoc,54.138,1,0.0
Med10,54.127,1,0.0
DUF2053,54.086,1,0.0
zf-NOSIP,54.0655,2,0.0
TRAPP,54.06275,4,0.0
FGE-sulfatase,54.061,2,0.0
tRNA-synt_1e,54.06,2,0.0
PolyA_pol_RNAbd,53.923,1,0.0
PolyA_pol,53.923,1,0.0
Fis1_TPR_C,53.917833333333334,6,0.0
DUF1681,53.911,2,0.0
CpXC,53.855,1,0.0
Peptidase_M48,53.783500000000004,2,0.0
Mucin2_WxxW,53.725,12,0.0
U3_assoc,53.708,3,0.0
DNA_pol3_delta2,53.683,1,0.0
DNA_pol3_delta,53.675666666666665,3,0.0
D123,53.607,1,0.0
PCO_ADO,53.592,1,0.0
SEEEED,53.477,1,0.0
Peptidase_M28,53.41049999999999,12,0.0
AAA,53.38028346456693,233,7.389265863399423
EXOSC1,53.377,2,0.0
DUF4615,53.33,1,0.0
Frataxin_Cyay,53.242,1,0.0
Ca_hom_mod,53.1895,6,0.0
AdoMet_MTase,53.185,1,0.0
GBP_C,53.135299999999994,10,0.0
V-ATPase_H_C,53.0935,2,0.0
TAP42,53.079,1,0.0
CGI-121,53.077,1,0.0
Staufen_C,53.04625,4,0.0
CPT_N,52.93133333333333,3,0.0
FAM195,52.856,2,0.0
DARPP-32,52.84,3,0.0
Exportin-T,52.83,1,0.0
NUFIP2,52.779,1,0.0
TROVE,52.7515,3,0.0
Mre11_DNA_bind,52.736,1,0.0
Mpp10,52.728,1,0.0
Lectin_C,52.628970238095235,114,1.0478488281554101
PPP4R2,52.627,1,0.0
Nbl1_Borealin_N,52.61,1,0.0
Borealin,52.61,1,0.0
MIC19_MIC25,52.576,9,0.0
NADH_dehy_S2_C,52.494,1,0.0
Bax1-I,52.479388888888884,6,0.8174358282662519
MRP-L51,52.453,1,0.0
NESP55,52.414500000000004,2,0.0
RNase_HII,52.41,1,0.0
Par3_HAL_N_term,52.397999999999996,3,0.0
Toprim,52.32225,4,0.0
Calpain_III,52.24269230769231,15,0.0
Colipase-like,52.24,1,0.0
TPR,52.22684810126582,638,11.512273667699183
CR6_interact,52.221,1,0.0
UPF0542,52.203,1,0.0
DUF1077,52.123,1,0.0
MRP-L28,52.096,1,0.0
COMM_domain,52.050444444444445,9,0.0
IFP_35_N,51.903000000000006,2,0.0
FAM192A_Fyv6_N,51.861,1,0.0
VPS28,51.742,1,0.0
V-ATPase_H_N,51.710499999999996,3,0.0
HEXIM,51.69499999999999,2,0.0
TatD_DNase,51.66266666666667,3,0.0
ECR1_N,51.658500000000004,2,0.0
GBBH-like_N,51.644000000000005,2,0.0
TauD,51.644000000000005,2,0.0
RCSD,51.589,1,0.0
GPP34,51.557,2,0.0
YqjK,51.528,1,0.0
Nucleoporin_C,51.5125,2,0.0
HTH,51.50733333333334,15,0.0
NIBRIN_BRCT_II,51.502,1,0.0
Nbs1_C,51.502,1,0.0
SHS2_Rpb7-N,51.35566666666667,3,0.0
Granulin,51.346,8,0.0
SPT_ssu-like,51.3295,2,0.0
UBA,51.31467346938775,55,0.0
Lipid_desat,51.278,1,0.0
TMEM126,51.251999999999995,2,0.0
AROS,51.175,1,0.0
TOM6p,51.139,1,0.0
Psg1,51.123000000000005,2,10.711253521413822
ATP-synt_C,51.058499999999995,7,212.0563739303773
MFAP1,51.047,1,0.0
Rdx,51.032000000000004,5,0.0
RNase_H2_suC,51.004,1,0.0
PD40,50.98783333333333,3,83.36576818155038
Rcd1,50.954,1,0.0
ChaC,50.945499999999996,2,0.0
DUF2013,50.844,1,0.0
DnaJ,50.83674468085106,48,13.154095902037508
BBS2_Mid,50.819916666666664,6,3.301481561359991
Bystin,50.783,1,0.0
LRR,50.66014126394052,1084,0.0
DUF167,50.635,1,0.0
RVP,50.634,1,0.0
CREPT,50.624,3,0.0
EAP30,50.617,2,0.0
XTBD,50.58,2,0.0
Ribosomal_L37,50.56,1,0.0
Mitoc_L55,50.506,1,0.0
PRP38,50.4805,2,0.0
PAC2,50.434,1,0.0
DUF2465,50.413333333333334,3,0.0
XRCC1_N,50.3935,1,4.468207750317788
DHFR,50.374500000000005,2,0.0
KI67R,50.332,18,0.0
FG-GAP,50.293375,83,0.0
Pam16,50.2355,1,5.424216118482003
Anp1,50.227500000000006,4,0.0
RQC,50.22533333333333,3,0.0
Mei5,50.215,2,0.0
MoeA_N,50.123,1,0.0
MoeA_C,50.123,1,0.0
ILEI,50.12071428571428,9,0.0
Mpv17_PMP22,50.10275,4,2.630398448904652
AGK_C,50.083,1,0.0
EMC1_C,50.074,1,0.0
ParBc,50.036,1,0.0
TFIIS_C,50.03114285714286,7,0.0
OGFr_III,50.028,7,0.0
MCD_N,50.011,1,0.0
MCD,50.011,1,0.0
Fcf1,49.926500000000004,2,0.0
Autophagy_act_C,49.902,2,0.0
F420_oxidored,49.89357142857143,7,37.267355795655796
GTP1_OBG,49.8805,2,0.0
Utp13,49.872,1,0.0
TAP_C,49.869,1,0.0
TPP_enzyme_M,49.808,4,0.0
Ifi-6-16,49.78066666666667,3,0.0
RII_binding,49.69666666666666,6,0.0
DUF4171,49.647,1,0.0
DNA_RNApol_7kD,49.637,1,0.0
Edc3_linker,49.619,1,0.0
DUF4420,49.598,1,0.0
Exo_endo_phos,49.543461538461536,26,0.0
Eaf7,49.529,1,0.0
TMEM192,49.495,1,0.0
Mss4,49.491,1,0.0
NUP50,49.471,1,0.0
Myc-LZ,49.47,1,0.0
FDF,49.413999999999994,3,0.0
LSM14,49.413999999999994,3,0.0
EMI,49.410875,8,0.0
DUF4690,49.389,1,0.0
NUC202,49.379,2,0.0
Ribosomal_S16,49.359,1,0.0
CYYR1,49.3515,2,0.0
Pol_alpha_B_N,49.331,1,0.0
MRP-L46,49.322,1,0.0
MRPL52,49.319,1,0.0
LisH,49.31427777777778,9,0.7318555185280768
PX,49.302937500000006,48,9.71847560062791
Cullin_Nedd8,49.269,8,0.0
PRCC,49.255,1,0.0
Myosin_TH1,49.214125,8,0.0
CAP_GLY,49.199349999999995,17,6.6545819177466
GET4,49.193,1,0.0
DUF3450,49.186499999999995,6,0.0
Utp11,49.169,1,0.0
TRM,49.161500000000004,3,0.0
WH1,49.12921428571428,14,0.0
MutS_II,49.118,4,0.0
Copine,49.116888888888894,9,0.0
BAR,49.10953571428571,29,0.0
MRP-L47,49.004,1,0.0
Bravo_FIGEY,48.99575,4,0.0
TFIIE_alpha,48.939,1,0.0
TFIIE-A_C,48.939,1,0.0
Nop52,48.928,2,0.0
Prenyltransf,48.848,3,0.0
Fcf2,48.802,1,0.0
